student_id,academic_year,year_start,cohort,sub_cohort,start_cohort,progression_cohort,status
69,2021–2022,2021,10,B,8B,11.0,active
70,2021–2022,2021,10,B,8B,11.0,active
71,2021–2022,2021,10,B,8B,11.0,active
73,2021–2022,2021,10,B,8B,11.0,active
74,2021–2022,2021,10,B,8B,11.0,active
75,2021–2022,2021,10,B,8B,11.0,active
76,2021–2022,2021,10,C,8C,11.0,active
77,2021–2022,2021,10,C,8C,11.0,active
78,2021–2022,2021,10,C,8C,11.0,active
80,2021–2022,2021,10,C,8C,11.0,active
81,2021–2022,2021,10,C,8C,11.0,active
82,2021–2022,2021,10,C,8C,11.0,active
83,2021–2022,2021,10,C,8C,11.0,active
84,2021–2022,2021,10,C,8C,11.0,active
85,2021–2022,2021,10,C,8C,11.0,active
86,2021–2022,2021,10,C,8C,11.0,active
87,2021–2022,2021,10,C,8C,11.0,active
88,2021–2022,2021,10,C,8C,11.0,active
89,2021–2022,2021,10,C,8C,11.0,active
91,2021–2022,2021,11,A,9A,12.0,active
92,2021–2022,2021,11,A,9A,12.0,active
93,2021–2022,2021,11,A,9A,12.0,active
94,2021–2022,2021,11,A,9A,12.0,active
95,2021–2022,2021,11,A,9A,12.0,active
96,2021–2022,2021,11,A,9A,12.0,active
97,2021–2022,2021,11,A,9A,12.0,active
98,2021–2022,2021,11,A,9A,12.0,active
99,2021–2022,2021,11,A,9A,12.0,active
100,2021–2022,2021,11,A,9A,12.0,active
102,2021–2022,2021,11,A,9A,12.0,active
103,2021–2022,2021,11,A,9A,12.0,active
104,2021–2022,2021,11,A,9A,12.0,active
105,2021–2022,2021,11,A,9A,12.0,active
106,2021–2022,2021,11,B,9B,12.0,active
107,2021–2022,2021,11,B,9B,12.0,active
109,2021–2022,2021,11,B,9B,12.0,active
110,2021–2022,2021,11,B,9B,12.0,active
111,2021–2022,2021,11,B,9B,12.0,active
112,2021–2022,2021,11,B,9B,12.0,active
113,2021–2022,2021,11,B,9B,12.0,active
114,2021–2022,2021,11,B,9B,12.0,active
115,2021–2022,2021,11,B,9B,12.0,active
116,2021–2022,2021,11,B,9B,12.0,active
117,2021–2022,2021,11,B,9B,12.0,active
118,2021–2022,2021,11,B,9B,12.0,active
119,2021–2022,2021,11,B,9B,12.0,active
120,2021–2022,2021,11,B,9B,12.0,active
121,2021–2022,2021,11,C,9C,12.0,active
122,2021–2022,2021,11,C,9C,12.0,active
123,2021–2022,2021,11,C,9C,12.0,active
124,2021–2022,2021,11,C,9C,12.0,active
126,2021–2022,2021,11,C,9C,12.0,active
129,2021–2022,2021,11,C,9C,12.0,active
130,2021–2022,2021,11,C,9C,12.0,active
131,2021–2022,2021,11,C,9C,12.0,active
132,2021–2022,2021,11,C,9C,12.0,active
133,2021–2022,2021,11,C,9C,12.0,active
134,2021–2022,2021,11,C,9C,12.0,active
135,2021–2022,2021,11,C,9C,12.0,active
136,2021–2022,2021,12,A,10A,,active
137,2021–2022,2021,12,A,10A,,active
138,2021–2022,2021,12,A,10A,,active
139,2021–2022,2021,12,A,10A,,active
140,2021–2022,2021,12,A,10A,,active
141,2021–2022,2021,12,A,10A,,active
142,2021–2022,2021,12,A,10A,,active
143,2021–2022,2021,12,A,10A,,active
144,2021–2022,2021,12,A,10A,,active
145,2021–2022,2021,12,A,10A,,active
146,2021–2022,2021,12,A,10A,,active
147,2021–2022,2021,12,A,10A,,active
148,2021–2022,2021,12,A,10A,,active
149,2021–2022,2021,12,A,10A,,active
150,2021–2022,2021,12,A,10A,,active
151,2021–2022,2021,12,B,10B,,active
152,2021–2022,2021,12,B,10B,,active
153,2021–2022,2021,12,B,10B,,active
155,2021–2022,2021,12,B,10B,,active
156,2021–2022,2021,12,B,10B,,active
157,2021–2022,2021,12,B,10B,,active
158,2021–2022,2021,12,B,10B,,active
159,2021–2022,2021,12,B,10B,,active
160,2021–2022,2021,12,B,10B,,active
161,2021–2022,2021,12,B,10B,,active
162,2021–2022,2021,12,B,10B,,active
163,2021–2022,2021,12,B,10B,,active
164,2021–2022,2021,12,B,10B,,active
165,2021–2022,2021,12,B,10B,,active
166,2021–2022,2021,12,C,10C,,active
167,2021–2022,2021,12,C,10C,,active
168,2021–2022,2021,12,C,10C,,active
169,2021–2022,2021,12,C,10C,,active
170,2021–2022,2021,12,C,10C,,active
171,2021–2022,2021,12,C,10C,,active
172,2021–2022,2021,12,C,10C,,active
173,2021–2022,2021,12,C,10C,,active
174,2021–2022,2021,12,C,10C,,active
175,2021–2022,2021,12,C,10C,,active
176,2021–2022,2021,12,C,10C,,active
177,2021–2022,2021,12,C,10C,,active
178,2021–2022,2021,12,C,10C,,active
179,2021–2022,2021,12,C,10C,,active
271,2021–2022,2021,8,A,7A,9.0,active
272,2021–2022,2021,8,A,7A,9.0,active
273,2021–2022,2021,8,A,7A,9.0,active
274,2021–2022,2021,8,A,7A,9.0,active
275,2021–2022,2021,8,A,7A,9.0,active
276,2021–2022,2021,8,A,7A,9.0,active
277,2021–2022,2021,8,A,7A,9.0,active
278,2021–2022,2021,8,A,7A,9.0,active
279,2021–2022,2021,8,A,7A,9.0,active
280,2021–2022,2021,8,A,7A,9.0,active
281,2021–2022,2021,8,A,7A,9.0,active
282,2021–2022,2021,8,A,7A,9.0,active
283,2021–2022,2021,8,A,7A,9.0,active
284,2021–2022,2021,8,A,7A,9.0,active
285,2021–2022,2021,8,A,7A,9.0,active
286,2021–2022,2021,8,B,7B,9.0,active
287,2021–2022,2021,8,B,7B,9.0,active
288,2021–2022,2021,8,B,7B,9.0,active
289,2021–2022,2021,8,B,7B,9.0,active
290,2021–2022,2021,8,B,7B,9.0,active
292,2021–2022,2021,8,B,7B,9.0,active
293,2021–2022,2021,8,B,7B,9.0,active
294,2021–2022,2021,8,B,7B,9.0,active
295,2021–2022,2021,8,B,7B,9.0,active
296,2021–2022,2021,8,B,7B,9.0,active
297,2021–2022,2021,8,B,7B,9.0,active
298,2021–2022,2021,8,B,7B,9.0,active
299,2021–2022,2021,8,B,7B,9.0,active
300,2021–2022,2021,8,B,7B,9.0,active
301,2021–2022,2021,8,C,7C,9.0,active
302,2021–2022,2021,8,C,7C,9.0,active
304,2021–2022,2021,8,C,7C,9.0,active
305,2021–2022,2021,8,C,7C,9.0,active
306,2021–2022,2021,8,C,7C,9.0,active
307,2021–2022,2021,8,C,7C,9.0,active
308,2021–2022,2021,8,C,7C,9.0,active
309,2021–2022,2021,8,C,7C,9.0,active
310,2021–2022,2021,8,C,7C,9.0,active
311,2021–2022,2021,8,C,7C,9.0,active
312,2021–2022,2021,8,C,7C,9.0,active
313,2021–2022,2021,8,C,7C,9.0,active
314,2021–2022,2021,8,C,7C,9.0,active
315,2021–2022,2021,8,C,7C,9.0,active
316,2021–2022,2021,7,A,7A,8.0,active
317,2021–2022,2021,7,A,7A,8.0,active
318,2021–2022,2021,7,A,7A,8.0,active
319,2021–2022,2021,7,A,7A,8.0,active
320,2021–2022,2021,7,A,7A,8.0,active
321,2021–2022,2021,7,A,7A,8.0,active
322,2021–2022,2021,7,A,7A,8.0,active
323,2021–2022,2021,7,A,7A,8.0,active
324,2021–2022,2021,7,A,7A,8.0,active
325,2021–2022,2021,7,A,7A,8.0,active
326,2021–2022,2021,7,A,7A,8.0,active
327,2021–2022,2021,7,A,7A,8.0,active
328,2021–2022,2021,7,A,7A,8.0,active
329,2021–2022,2021,7,A,7A,8.0,active
330,2021–2022,2021,7,A,7A,8.0,active
331,2021–2022,2021,7,B,7B,8.0,active
332,2021–2022,2021,7,B,7B,8.0,active
333,2021–2022,2021,7,B,7B,8.0,active
334,2021–2022,2021,7,B,7B,8.0,active
335,2021–2022,2021,7,B,7B,8.0,active
336,2021–2022,2021,7,B,7B,8.0,active
337,2021–2022,2021,7,B,7B,8.0,active
338,2021–2022,2021,7,B,7B,8.0,active
339,2021–2022,2021,7,B,7B,8.0,active
340,2021–2022,2021,7,B,7B,8.0,active
341,2021–2022,2021,7,B,7B,8.0,active
342,2021–2022,2021,7,B,7B,8.0,active
343,2021–2022,2021,7,B,7B,8.0,active
344,2021–2022,2021,7,B,7B,8.0,active
345,2021–2022,2021,7,B,7B,8.0,active
346,2021–2022,2021,7,C,7C,8.0,active
347,2021–2022,2021,7,C,7C,8.0,active
348,2021–2022,2021,7,C,7C,8.0,active
349,2021–2022,2021,7,C,7C,8.0,active
350,2021–2022,2021,7,C,7C,8.0,active
351,2021–2022,2021,7,C,7C,8.0,active
352,2021–2022,2021,7,C,7C,8.0,active
353,2021–2022,2021,7,C,7C,8.0,active
354,2021–2022,2021,7,C,7C,8.0,active
355,2021–2022,2021,7,C,7C,8.0,active
356,2021–2022,2021,7,C,7C,8.0,active
357,2021–2022,2021,7,C,7C,8.0,active
358,2021–2022,2021,7,C,7C,8.0,active
359,2021–2022,2021,7,C,7C,8.0,active
360,2021–2022,2021,7,C,7C,8.0,active
1,2022–2023,2022,10,A,7A,11.0,active
3,2022–2023,2022,10,A,7A,11.0,active
4,2022–2023,2022,10,A,7A,11.0,active
5,2022–2023,2022,10,A,7A,11.0,active
6,2022–2023,2022,10,A,7A,11.0,active
7,2022–2023,2022,10,A,7A,11.0,active
8,2022–2023,2022,10,A,7A,11.0,active
9,2022–2023,2022,10,A,7A,11.0,active
11,2022–2023,2022,10,A,7A,11.0,active
12,2022–2023,2022,10,A,7A,11.0,active
14,2022–2023,2022,10,A,7A,11.0,active
15,2022–2023,2022,10,A,7A,11.0,active
16,2022–2023,2022,10,B,7B,11.0,active
17,2022–2023,2022,10,B,7B,11.0,active
18,2022–2023,2022,10,B,7B,11.0,active
19,2022–2023,2022,10,B,7B,11.0,active
21,2022–2023,2022,10,B,7B,11.0,active
22,2022–2023,2022,10,B,7B,11.0,active
23,2022–2023,2022,10,B,7B,11.0,active
24,2022–2023,2022,10,B,7B,11.0,active
25,2022–2023,2022,10,B,7B,11.0,active
26,2022–2023,2022,10,B,7B,11.0,active
27,2022–2023,2022,10,B,7B,11.0,active
28,2022–2023,2022,10,B,7B,11.0,active
29,2022–2023,2022,10,B,7B,11.0,active
30,2022–2023,2022,10,B,7B,11.0,active
31,2022–2023,2022,10,C,7C,11.0,active
32,2022–2023,2022,10,C,7C,11.0,active
33,2022–2023,2022,10,C,7C,11.0,active
34,2022–2023,2022,10,C,7C,11.0,active
35,2022–2023,2022,10,C,7C,11.0,active
36,2022–2023,2022,10,C,7C,11.0,active
37,2022–2023,2022,10,C,7C,11.0,active
38,2022–2023,2022,10,C,7C,11.0,active
39,2022–2023,2022,10,C,7C,11.0,active
40,2022–2023,2022,10,C,7C,11.0,active
41,2022–2023,2022,10,C,7C,11.0,active
43,2022–2023,2022,10,C,7C,11.0,active
44,2022–2023,2022,10,C,7C,11.0,active
45,2022–2023,2022,10,C,7C,11.0,active
46,2022–2023,2022,11,A,8A,12.0,active
48,2022–2023,2022,11,A,8A,12.0,active
49,2022–2023,2022,11,A,8A,12.0,active
51,2022–2023,2022,11,A,8A,12.0,active
52,2022–2023,2022,11,A,8A,12.0,active
53,2022–2023,2022,11,A,8A,12.0,active
54,2022–2023,2022,11,A,8A,12.0,active
55,2022–2023,2022,11,A,8A,12.0,active
56,2022–2023,2022,11,A,8A,12.0,active
57,2022–2023,2022,11,A,8A,12.0,active
58,2022–2023,2022,11,A,8A,12.0,active
59,2022–2023,2022,11,A,8A,12.0,active
61,2022–2023,2022,11,B,8B,12.0,active
62,2022–2023,2022,11,B,8B,12.0,active
63,2022–2023,2022,11,B,8B,12.0,active
64,2022–2023,2022,11,B,8B,12.0,active
65,2022–2023,2022,11,B,8B,12.0,active
66,2022–2023,2022,11,B,8B,12.0,active
67,2022–2023,2022,11,B,8B,12.0,active
70,2022–2023,2022,11,B,8B,12.0,active
71,2022–2023,2022,11,B,8B,12.0,active
74,2022–2023,2022,11,B,8B,12.0,active
75,2022–2023,2022,11,B,8B,12.0,active
76,2022–2023,2022,11,C,8C,12.0,active
77,2022–2023,2022,11,C,8C,12.0,active
78,2022–2023,2022,11,C,8C,12.0,active
80,2022–2023,2022,11,C,8C,12.0,active
81,2022–2023,2022,11,C,8C,12.0,active
82,2022–2023,2022,11,C,8C,12.0,active
83,2022–2023,2022,11,C,8C,12.0,active
84,2022–2023,2022,11,C,8C,12.0,active
85,2022–2023,2022,11,C,8C,12.0,active
86,2022–2023,2022,11,C,8C,12.0,active
87,2022–2023,2022,11,C,8C,12.0,active
89,2022–2023,2022,11,C,8C,12.0,active
91,2022–2023,2022,12,A,9A,,active
92,2022–2023,2022,12,A,9A,,active
93,2022–2023,2022,12,A,9A,,active
94,2022–2023,2022,12,A,9A,,active
95,2022–2023,2022,12,A,9A,,active
96,2022–2023,2022,12,A,9A,,active
97,2022–2023,2022,12,A,9A,,active
98,2022–2023,2022,12,A,9A,,active
100,2022–2023,2022,12,A,9A,,active
102,2022–2023,2022,12,A,9A,,active
103,2022–2023,2022,12,A,9A,,active
104,2022–2023,2022,12,A,9A,,active
105,2022–2023,2022,12,A,9A,,active
106,2022–2023,2022,12,B,9B,,active
107,2022–2023,2022,12,B,9B,,active
109,2022–2023,2022,12,B,9B,,active
110,2022–2023,2022,12,B,9B,,active
111,2022–2023,2022,12,B,9B,,active
112,2022–2023,2022,12,B,9B,,active
113,2022–2023,2022,12,B,9B,,active
114,2022–2023,2022,12,B,9B,,active
115,2022–2023,2022,12,B,9B,,active
117,2022–2023,2022,12,B,9B,,active
118,2022–2023,2022,12,B,9B,,active
119,2022–2023,2022,12,B,9B,,active
120,2022–2023,2022,12,B,9B,,active
121,2022–2023,2022,12,C,9C,,active
122,2022–2023,2022,12,C,9C,,active
123,2022–2023,2022,12,C,9C,,active
124,2022–2023,2022,12,C,9C,,active
126,2022–2023,2022,12,C,9C,,active
129,2022–2023,2022,12,C,9C,,active
130,2022–2023,2022,12,C,9C,,active
131,2022–2023,2022,12,C,9C,,active
132,2022–2023,2022,12,C,9C,,active
133,2022–2023,2022,12,C,9C,,active
134,2022–2023,2022,12,C,9C,,active
135,2022–2023,2022,12,C,9C,,active
271,2022–2023,2022,9,A,7A,10.0,active
272,2022–2023,2022,9,A,7A,10.0,active
273,2022–2023,2022,9,A,7A,10.0,active
274,2022–2023,2022,9,A,7A,10.0,active
275,2022–2023,2022,9,A,7A,10.0,active
276,2022–2023,2022,9,A,7A,10.0,active
277,2022–2023,2022,9,A,7A,10.0,active
278,2022–2023,2022,9,A,7A,10.0,active
279,2022–2023,2022,9,A,7A,10.0,active
280,2022–2023,2022,9,A,7A,10.0,active
281,2022–2023,2022,9,A,7A,10.0,active
282,2022–2023,2022,9,A,7A,10.0,active
283,2022–2023,2022,9,A,7A,10.0,active
284,2022–2023,2022,9,A,7A,10.0,active
285,2022–2023,2022,9,A,7A,10.0,active
286,2022–2023,2022,9,B,7B,10.0,active
287,2022–2023,2022,9,B,7B,10.0,active
288,2022–2023,2022,9,B,7B,10.0,active
289,2022–2023,2022,9,B,7B,10.0,active
290,2022–2023,2022,9,B,7B,10.0,active
292,2022–2023,2022,9,B,7B,10.0,active
293,2022–2023,2022,9,B,7B,10.0,active
294,2022–2023,2022,9,B,7B,10.0,active
295,2022–2023,2022,9,B,7B,10.0,active
296,2022–2023,2022,9,B,7B,10.0,active
297,2022–2023,2022,9,B,7B,10.0,active
298,2022–2023,2022,9,B,7B,10.0,active
299,2022–2023,2022,9,B,7B,10.0,active
300,2022–2023,2022,9,B,7B,10.0,active
302,2022–2023,2022,9,C,7C,10.0,active
304,2022–2023,2022,9,C,7C,10.0,active
305,2022–2023,2022,9,C,7C,10.0,active
306,2022–2023,2022,9,C,7C,10.0,active
307,2022–2023,2022,9,C,7C,10.0,active
308,2022–2023,2022,9,C,7C,10.0,active
309,2022–2023,2022,9,C,7C,10.0,active
310,2022–2023,2022,9,C,7C,10.0,active
312,2022–2023,2022,9,C,7C,10.0,active
313,2022–2023,2022,9,C,7C,10.0,active
314,2022–2023,2022,9,C,7C,10.0,active
315,2022–2023,2022,9,C,7C,10.0,active
316,2022–2023,2022,8,A,7A,9.0,active
317,2022–2023,2022,8,A,7A,9.0,active
318,2022–2023,2022,8,A,7A,9.0,active
319,2022–2023,2022,8,A,7A,9.0,active
320,2022–2023,2022,8,A,7A,9.0,active
321,2022–2023,2022,8,A,7A,9.0,active
322,2022–2023,2022,8,A,7A,9.0,active
323,2022–2023,2022,8,A,7A,9.0,active
324,2022–2023,2022,8,A,7A,9.0,active
325,2022–2023,2022,8,A,7A,9.0,active
326,2022–2023,2022,8,A,7A,9.0,active
327,2022–2023,2022,8,A,7A,9.0,active
328,2022–2023,2022,8,A,7A,9.0,active
329,2022–2023,2022,8,A,7A,9.0,active
330,2022–2023,2022,8,A,7A,9.0,active
331,2022–2023,2022,8,B,7B,9.0,active
332,2022–2023,2022,8,B,7B,9.0,active
333,2022–2023,2022,8,B,7B,9.0,active
334,2022–2023,2022,8,B,7B,9.0,active
335,2022–2023,2022,8,B,7B,9.0,active
336,2022–2023,2022,8,B,7B,9.0,active
337,2022–2023,2022,8,B,7B,9.0,active
338,2022–2023,2022,8,B,7B,9.0,active
339,2022–2023,2022,8,B,7B,9.0,active
340,2022–2023,2022,8,B,7B,9.0,active
341,2022–2023,2022,8,B,7B,9.0,active
342,2022–2023,2022,8,B,7B,9.0,active
343,2022–2023,2022,8,B,7B,9.0,active
344,2022–2023,2022,8,B,7B,9.0,active
345,2022–2023,2022,8,B,7B,9.0,active
346,2022–2023,2022,8,C,7C,9.0,active
347,2022–2023,2022,8,C,7C,9.0,active
348,2022–2023,2022,8,C,7C,9.0,active
349,2022–2023,2022,8,C,7C,9.0,active
351,2022–2023,2022,8,C,7C,9.0,active
352,2022–2023,2022,8,C,7C,9.0,active
353,2022–2023,2022,8,C,7C,9.0,active
354,2022–2023,2022,8,C,7C,9.0,active
355,2022–2023,2022,8,C,7C,9.0,active
356,2022–2023,2022,8,C,7C,9.0,active
357,2022–2023,2022,8,C,7C,9.0,active
358,2022–2023,2022,8,C,7C,9.0,active
359,2022–2023,2022,8,C,7C,9.0,active
360,2022–2023,2022,8,C,7C,9.0,active
361,2022–2023,2022,7,A,7A,8.0,active
362,2022–2023,2022,7,A,7A,8.0,active
363,2022–2023,2022,7,A,7A,8.0,active
364,2022–2023,2022,7,A,7A,8.0,active
365,2022–2023,2022,7,A,7A,8.0,active
366,2022–2023,2022,7,A,7A,8.0,active
367,2022–2023,2022,7,A,7A,8.0,active
368,2022–2023,2022,7,A,7A,8.0,active
369,2022–2023,2022,7,A,7A,8.0,active
370,2022–2023,2022,7,A,7A,8.0,active
371,2022–2023,2022,7,A,7A,8.0,active
372,2022–2023,2022,7,A,7A,8.0,active
373,2022–2023,2022,7,A,7A,8.0,active
374,2022–2023,2022,7,A,7A,8.0,active
375,2022–2023,2022,7,A,7A,8.0,active
376,2022–2023,2022,7,B,7B,8.0,active
377,2022–2023,2022,7,B,7B,8.0,active
378,2022–2023,2022,7,B,7B,8.0,active
379,2022–2023,2022,7,B,7B,8.0,active
380,2022–2023,2022,7,B,7B,8.0,active
381,2022–2023,2022,7,B,7B,8.0,active
382,2022–2023,2022,7,B,7B,8.0,active
383,2022–2023,2022,7,B,7B,8.0,active
384,2022–2023,2022,7,B,7B,8.0,active
385,2022–2023,2022,7,B,7B,8.0,active
386,2022–2023,2022,7,B,7B,8.0,active
387,2022–2023,2022,7,B,7B,8.0,active
388,2022–2023,2022,7,B,7B,8.0,active
389,2022–2023,2022,7,B,7B,8.0,active
390,2022–2023,2022,7,B,7B,8.0,active
391,2022–2023,2022,7,C,7C,8.0,active
392,2022–2023,2022,7,C,7C,8.0,active
393,2022–2023,2022,7,C,7C,8.0,active
394,2022–2023,2022,7,C,7C,8.0,active
395,2022–2023,2022,7,C,7C,8.0,active
396,2022–2023,2022,7,C,7C,8.0,active
397,2022–2023,2022,7,C,7C,8.0,active
398,2022–2023,2022,7,C,7C,8.0,active
399,2022–2023,2022,7,C,7C,8.0,active
400,2022–2023,2022,7,C,7C,8.0,active
401,2022–2023,2022,7,C,7C,8.0,active
402,2022–2023,2022,7,C,7C,8.0,active
403,2022–2023,2022,7,C,7C,8.0,active
404,2022–2023,2022,7,C,7C,8.0,active
405,2022–2023,2022,7,C,7C,8.0,active
1,2023–2024,2023,11,A,7A,12.0,active
3,2023–2024,2023,11,A,7A,12.0,active
4,2023–2024,2023,11,A,7A,12.0,active
5,2023–2024,2023,11,A,7A,12.0,active
6,2023–2024,2023,11,A,7A,12.0,active
7,2023–2024,2023,11,A,7A,12.0,active
8,2023–2024,2023,11,A,7A,12.0,active
9,2023–2024,2023,11,A,7A,12.0,active
11,2023–2024,2023,11,A,7A,12.0,active
12,2023–2024,2023,11,A,7A,12.0,active
14,2023–2024,2023,11,A,7A,12.0,active
15,2023–2024,2023,11,A,7A,12.0,active
16,2023–2024,2023,11,B,7B,12.0,active
17,2023–2024,2023,11,B,7B,12.0,active
18,2023–2024,2023,11,B,7B,12.0,active
19,2023–2024,2023,11,B,7B,12.0,active
21,2023–2024,2023,11,B,7B,12.0,active
22,2023–2024,2023,11,B,7B,12.0,active
23,2023–2024,2023,11,B,7B,12.0,active
24,2023–2024,2023,11,B,7B,12.0,active
25,2023–2024,2023,11,B,7B,12.0,active
26,2023–2024,2023,11,B,7B,12.0,active
27,2023–2024,2023,11,B,7B,12.0,active
28,2023–2024,2023,11,B,7B,12.0,active
29,2023–2024,2023,11,B,7B,12.0,active
30,2023–2024,2023,11,B,7B,12.0,active
31,2023–2024,2023,11,C,7C,12.0,active
32,2023–2024,2023,11,C,7C,12.0,active
33,2023–2024,2023,11,C,7C,12.0,active
34,2023–2024,2023,11,C,7C,12.0,active
35,2023–2024,2023,11,C,7C,12.0,active
36,2023–2024,2023,11,C,7C,12.0,active
37,2023–2024,2023,11,C,7C,12.0,active
38,2023–2024,2023,11,C,7C,12.0,active
39,2023–2024,2023,11,C,7C,12.0,active
40,2023–2024,2023,11,C,7C,12.0,active
43,2023–2024,2023,11,C,7C,12.0,active
44,2023–2024,2023,11,C,7C,12.0,active
45,2023–2024,2023,11,C,7C,12.0,active
46,2023–2024,2023,12,A,8A,,active
48,2023–2024,2023,12,A,8A,,active
49,2023–2024,2023,12,A,8A,,active
51,2023–2024,2023,12,A,8A,,active
52,2023–2024,2023,12,A,8A,,active
53,2023–2024,2023,12,A,8A,,active
54,2023–2024,2023,12,A,8A,,active
55,2023–2024,2023,12,A,8A,,active
56,2023–2024,2023,12,A,8A,,active
57,2023–2024,2023,12,A,8A,,active
58,2023–2024,2023,12,A,8A,,active
59,2023–2024,2023,12,A,8A,,active
61,2023–2024,2023,12,B,8B,,active
62,2023–2024,2023,12,B,8B,,active
63,2023–2024,2023,12,B,8B,,active
64,2023–2024,2023,12,B,8B,,active
65,2023–2024,2023,12,B,8B,,active
66,2023–2024,2023,12,B,8B,,active
67,2023–2024,2023,12,B,8B,,active
70,2023–2024,2023,12,B,8B,,active
71,2023–2024,2023,12,B,8B,,active
74,2023–2024,2023,12,B,8B,,active
75,2023–2024,2023,12,B,8B,,active
76,2023–2024,2023,12,C,8C,,active
77,2023–2024,2023,12,C,8C,,active
78,2023–2024,2023,12,C,8C,,active
80,2023–2024,2023,12,C,8C,,active
81,2023–2024,2023,12,C,8C,,active
83,2023–2024,2023,12,C,8C,,active
84,2023–2024,2023,12,C,8C,,active
85,2023–2024,2023,12,C,8C,,active
86,2023–2024,2023,12,C,8C,,active
87,2023–2024,2023,12,C,8C,,active
89,2023–2024,2023,12,C,8C,,active
271,2023–2024,2023,10,A,7A,11.0,active
272,2023–2024,2023,10,A,7A,11.0,active
273,2023–2024,2023,10,A,7A,11.0,active
274,2023–2024,2023,10,A,7A,11.0,active
275,2023–2024,2023,10,A,7A,11.0,active
277,2023–2024,2023,10,A,7A,11.0,active
278,2023–2024,2023,10,A,7A,11.0,active
279,2023–2024,2023,10,A,7A,11.0,active
280,2023–2024,2023,10,A,7A,11.0,active
281,2023–2024,2023,10,A,7A,11.0,active
282,2023–2024,2023,10,A,7A,11.0,active
283,2023–2024,2023,10,A,7A,11.0,active
284,2023–2024,2023,10,A,7A,11.0,active
285,2023–2024,2023,10,A,7A,11.0,active
286,2023–2024,2023,10,B,7B,11.0,active
287,2023–2024,2023,10,B,7B,11.0,active
288,2023–2024,2023,10,B,7B,11.0,active
289,2023–2024,2023,10,B,7B,11.0,active
290,2023–2024,2023,10,B,7B,11.0,active
292,2023–2024,2023,10,B,7B,11.0,active
293,2023–2024,2023,10,B,7B,11.0,active
294,2023–2024,2023,10,B,7B,11.0,active
295,2023–2024,2023,10,B,7B,11.0,active
296,2023–2024,2023,10,B,7B,11.0,active
297,2023–2024,2023,10,B,7B,11.0,active
298,2023–2024,2023,10,B,7B,11.0,active
299,2023–2024,2023,10,B,7B,11.0,active
300,2023–2024,2023,10,B,7B,11.0,active
302,2023–2024,2023,10,C,7C,11.0,active
304,2023–2024,2023,10,C,7C,11.0,active
305,2023–2024,2023,10,C,7C,11.0,active
306,2023–2024,2023,10,C,7C,11.0,active
307,2023–2024,2023,10,C,7C,11.0,active
308,2023–2024,2023,10,C,7C,11.0,active
309,2023–2024,2023,10,C,7C,11.0,active
310,2023–2024,2023,10,C,7C,11.0,active
312,2023–2024,2023,10,C,7C,11.0,active
313,2023–2024,2023,10,C,7C,11.0,active
314,2023–2024,2023,10,C,7C,11.0,active
315,2023–2024,2023,10,C,7C,11.0,active
316,2023–2024,2023,9,A,7A,10.0,active
317,2023–2024,2023,9,A,7A,10.0,active
318,2023–2024,2023,9,A,7A,10.0,active
319,2023–2024,2023,9,A,7A,10.0,active
320,2023–2024,2023,9,A,7A,10.0,active
321,2023–2024,2023,9,A,7A,10.0,active
322,2023–2024,2023,9,A,7A,10.0,active
323,2023–2024,2023,9,A,7A,10.0,active
324,2023–2024,2023,9,A,7A,10.0,active
325,2023–2024,2023,9,A,7A,10.0,active
326,2023–2024,2023,9,A,7A,10.0,active
327,2023–2024,2023,9,A,7A,10.0,active
328,2023–2024,2023,9,A,7A,10.0,active
329,2023–2024,2023,9,A,7A,10.0,active
330,2023–2024,2023,9,A,7A,10.0,active
331,2023–2024,2023,9,B,7B,10.0,active
332,2023–2024,2023,9,B,7B,10.0,active
333,2023–2024,2023,9,B,7B,10.0,active
334,2023–2024,2023,9,B,7B,10.0,active
335,2023–2024,2023,9,B,7B,10.0,active
336,2023–2024,2023,9,B,7B,10.0,active
337,2023–2024,2023,9,B,7B,10.0,active
338,2023–2024,2023,9,B,7B,10.0,active
339,2023–2024,2023,9,B,7B,10.0,active
340,2023–2024,2023,9,B,7B,10.0,active
341,2023–2024,2023,9,B,7B,10.0,active
342,2023–2024,2023,9,B,7B,10.0,active
343,2023–2024,2023,9,B,7B,10.0,active
344,2023–2024,2023,9,B,7B,10.0,active
345,2023–2024,2023,9,B,7B,10.0,active
346,2023–2024,2023,9,C,7C,10.0,active
347,2023–2024,2023,9,C,7C,10.0,active
348,2023–2024,2023,9,C,7C,10.0,active
349,2023–2024,2023,9,C,7C,10.0,active
351,2023–2024,2023,9,C,7C,10.0,active
352,2023–2024,2023,9,C,7C,10.0,active
353,2023–2024,2023,9,C,7C,10.0,active
354,2023–2024,2023,9,C,7C,10.0,active
355,2023–2024,2023,9,C,7C,10.0,active
356,2023–2024,2023,9,C,7C,10.0,active
357,2023–2024,2023,9,C,7C,10.0,active
358,2023–2024,2023,9,C,7C,10.0,active
359,2023–2024,2023,9,C,7C,10.0,active
360,2023–2024,2023,9,C,7C,10.0,active
361,2023–2024,2023,8,A,7A,9.0,active
362,2023–2024,2023,8,A,7A,9.0,active
363,2023–2024,2023,8,A,7A,9.0,active
364,2023–2024,2023,8,A,7A,9.0,active
365,2023–2024,2023,8,A,7A,9.0,active
366,2023–2024,2023,8,A,7A,9.0,active
