student_id,academic_year,flag_name,flag_type
710b7b97-7881-437f-bac1-0edecc543b6f,2022-2023,Speech/Language Need,static
710b7b97-7881-437f-bac1-0edecc543b6f,2023-2024,Speech/Language Need,static
710b7b97-7881-437f-bac1-0edecc543b6f,2024-2025,Speech/Language Need,static
717ee598-df2a-43dc-a7cc-2f3506e633b6,2024-2025,Refugee/Asylum Seeker,static
73abf70f-2fef-4983-b956-49fc2826748e,2024-2025,EAL,static
76810c09-44be-4da9-8017-b1cdba240d9f,2024-2025,Refugee/Asylum Seeker,static
778ea087-c8b5-402d-8ac3-0b81b3ed455b,2022-2023,Adopted,static
778ea087-c8b5-402d-8ac3-0b81b3ed455b,2023-2024,Adopted,static
778ea087-c8b5-402d-8ac3-0b81b3ed455b,2024-2025,Adopted,static
7ba1e53b-36e7-4b36-95b3-350c77c96895,2020-2021,EAL,static
7ba1e53b-36e7-4b36-95b3-350c77c96895,2021-2022,EAL,static
7ba1e53b-36e7-4b36-95b3-350c77c96895,2022-2023,EAL,static
7ba1e53b-36e7-4b36-95b3-350c77c96895,2023-2024,EAL,static
7ba1e53b-36e7-4b36-95b3-350c77c96895,2024-2025,EAL,static
7e5ac33b-6789-4290-88a8-f72247e16762,2021-2022,Autism Spectrum (ASC),static
7e5ac33b-6789-4290-88a8-f72247e16762,2022-2023,Autism Spectrum (ASC),static
7e5ac33b-6789-4290-88a8-f72247e16762,2023-2024,Autism Spectrum (ASC),static
7e5ac33b-6789-4290-88a8-f72247e16762,2024-2025,Autism Spectrum (ASC),static
7fd02378-ccb3-4f87-9301-6e2fd5081535,2023-2024,Adopted,static
7fd02378-ccb3-4f87-9301-6e2fd5081535,2024-2025,Adopted,static
7fd02378-ccb3-4f87-9301-6e2fd5081535,2023-2024,Refugee/Asylum Seeker,static
7fd02378-ccb3-4f87-9301-6e2fd5081535,2024-2025,Refugee/Asylum Seeker,static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2020-2021,Autism Spectrum (ASC),static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2021-2022,Autism Spectrum (ASC),static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2022-2023,Autism Spectrum (ASC),static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2023-2024,Autism Spectrum (ASC),static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2024-2025,Autism Spectrum (ASC),static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2020-2021,Speech/Language Need,static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2021-2022,Speech/Language Need,static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2022-2023,Speech/Language Need,static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2023-2024,Speech/Language Need,static
8168e244-75f9-4888-b4c7-cc8d33ece73b,2024-2025,Speech/Language Need,static
819e1ec3-a41a-435d-ae83-459403c238e9,2022-2023,Chronic Illness,static
819e1ec3-a41a-435d-ae83-459403c238e9,2023-2024,Chronic Illness,static
819e1ec3-a41a-435d-ae83-459403c238e9,2024-2025,Chronic Illness,static
82284926-4f82-4c03-8e3d-6b3691a185b7,2024-2025,Adopted,static
82284926-4f82-4c03-8e3d-6b3691a185b7,2024-2025,Pupil Premium,static
82284926-4f82-4c03-8e3d-6b3691a185b7,2024-2025,Dyspraxia,static
84257923-b319-4277-9374-d74cfcdeb477,2020-2021,Visual Impairment,static
84257923-b319-4277-9374-d74cfcdeb477,2021-2022,Visual Impairment,static
84257923-b319-4277-9374-d74cfcdeb477,2022-2023,Visual Impairment,static
84257923-b319-4277-9374-d74cfcdeb477,2023-2024,Visual Impairment,static
84257923-b319-4277-9374-d74cfcdeb477,2024-2025,Visual Impairment,static
8b9f5bb1-a9c1-4cb5-aa59-7fe7401bab6e,2022-2023,SEND,static
8b9f5bb1-a9c1-4cb5-aa59-7fe7401bab6e,2023-2024,SEND,static
8b9f5bb1-a9c1-4cb5-aa59-7fe7401bab6e,2024-2025,SEND,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2019-2020,Visual Impairment,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2020-2021,Visual Impairment,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2021-2022,Visual Impairment,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2022-2023,Visual Impairment,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2023-2024,Visual Impairment,static
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2024-2025,Visual Impairment,static
8dce8933-91be-4e98-af3c-361107e1b287,2022-2023,Speech/Language Need,static
8dce8933-91be-4e98-af3c-361107e1b287,2023-2024,Speech/Language Need,static
8dce8933-91be-4e98-af3c-361107e1b287,2024-2025,Speech/Language Need,static
92f89a73-9ace-454d-976c-45ffb4595629,2019-2020,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2020-2021,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2021-2022,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2022-2023,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2023-2024,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2024-2025,Adopted,static
92f89a73-9ace-454d-976c-45ffb4595629,2019-2020,Pupil Premium,static
92f89a73-9ace-454d-976c-45ffb4595629,2020-2021,Pupil Premium,static
92f89a73-9ace-454d-976c-45ffb4595629,2021-2022,Pupil Premium,static
92f89a73-9ace-454d-976c-45ffb4595629,2022-2023,Pupil Premium,static
92f89a73-9ace-454d-976c-45ffb4595629,2023-2024,Pupil Premium,static
92f89a73-9ace-454d-976c-45ffb4595629,2024-2025,Pupil Premium,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2019-2020,EAL,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2020-2021,EAL,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2021-2022,EAL,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2022-2023,EAL,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2023-2024,EAL,static
933d7bcf-2e25-4047-ba08-efb85aa23d02,2024-2025,EAL,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2020-2021,Young Carer,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2021-2022,Young Carer,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2022-2023,Young Carer,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2023-2024,Young Carer,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2024-2025,Young Carer,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2020-2021,Looked After Child (LAC),static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2021-2022,Looked After Child (LAC),static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2022-2023,Looked After Child (LAC),static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2023-2024,Looked After Child (LAC),static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2024-2025,Looked After Child (LAC),static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2020-2021,Gifted & Talented,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2021-2022,Gifted & Talented,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2022-2023,Gifted & Talented,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2023-2024,Gifted & Talented,static
93d199eb-9ff4-4889-91d8-a707ff7c3356,2024-2025,Gifted & Talented,static
94439584-285f-4259-ad4f-f527569ac95c,2020-2021,Chronic Illness,static
94439584-285f-4259-ad4f-f527569ac95c,2021-2022,Chronic Illness,static
94439584-285f-4259-ad4f-f527569ac95c,2022-2023,Chronic Illness,static
94439584-285f-4259-ad4f-f527569ac95c,2023-2024,Chronic Illness,static
94439584-285f-4259-ad4f-f527569ac95c,2024-2025,Chronic Illness,static
94985318-6f65-4be9-bfba-7f24c06390e1,2020-2021,Young Carer,static
94985318-6f65-4be9-bfba-7f24c06390e1,2021-2022,Young Carer,static
94985318-6f65-4be9-bfba-7f24c06390e1,2022-2023,Young Carer,static
94985318-6f65-4be9-bfba-7f24c06390e1,2023-2024,Young Carer,static
94985318-6f65-4be9-bfba-7f24c06390e1,2024-2025,Young Carer,static
96af5f39-3bac-4684-b138-eed2374c324c,2021-2022,ADHD Diagnosis,static
96af5f39-3bac-4684-b138-eed2374c324c,2022-2023,ADHD Diagnosis,static
96af5f39-3bac-4684-b138-eed2374c324c,2023-2024,ADHD Diagnosis,static
96af5f39-3bac-4684-b138-eed2374c324c,2024-2025,ADHD Diagnosis,static
96af5f39-3bac-4684-b138-eed2374c324c,2021-2022,EHCP,static
96af5f39-3bac-4684-b138-eed2374c324c,2022-2023,EHCP,static
96af5f39-3bac-4684-b138-eed2374c324c,2023-2024,EHCP,static
96af5f39-3bac-4684-b138-eed2374c324c,2024-2025,EHCP,static
96af5f39-3bac-4684-b138-eed2374c324c,2021-2022,Gifted & Talented,static
96af5f39-3bac-4684-b138-eed2374c324c,2022-2023,Gifted & Talented,static
96af5f39-3bac-4684-b138-eed2374c324c,2023-2024,Gifted & Talented,static
96af5f39-3bac-4684-b138-eed2374c324c,2024-2025,Gifted & Talented,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2020-2021,Adopted,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2021-2022,Adopted,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2022-2023,Adopted,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2023-2024,Adopted,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2024-2025,Adopted,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2020-2021,Dyslexia,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2021-2022,Dyslexia,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2022-2023,Dyslexia,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2023-2024,Dyslexia,static
991ec396-17d1-41ee-bbbe-68b078fb1bd2,2024-2025,Dyslexia,static
996d7e81-e984-490e-9d1f-6181f10e7738,2020-2021,Speech/Language Need,static
996d7e81-e984-490e-9d1f-6181f10e7738,2021-2022,Speech/Language Need,static
996d7e81-e984-490e-9d1f-6181f10e7738,2022-2023,Speech/Language Need,static
996d7e81-e984-490e-9d1f-6181f10e7738,2023-2024,Speech/Language Need,static
996d7e81-e984-490e-9d1f-6181f10e7738,2024-2025,Speech/Language Need,static
99b06eb6-a2e5-4804-afef-a417acc8c896,2023-2024,EHCP,static
99b06eb6-a2e5-4804-afef-a417acc8c896,2024-2025,EHCP,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2022-2023,ASC Diagnosis,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2023-2024,ASC Diagnosis,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2024-2025,ASC Diagnosis,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2022-2023,Refugee/Asylum Seeker,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2023-2024,Refugee/Asylum Seeker,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2024-2025,Refugee/Asylum Seeker,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2022-2023,Transport Assistance,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2023-2024,Transport Assistance,static
9aeeaba5-1642-4f49-a716-5a29b7b64389,2024-2025,Transport Assistance,static
9b1392fa-5d53-4363-b08c-f5c7e319a210,2020-2021,Chronic Illness,static
9b1392fa-5d53-4363-b08c-f5c7e319a210,2021-2022,Chronic Illness,static
9b1392fa-5d53-4363-b08c-f5c7e319a210,2022-2023,Chronic Illness,static
9b1392fa-5d53-4363-b08c-f5c7e319a210,2023-2024,Chronic Illness,static
9b1392fa-5d53-4363-b08c-f5c7e319a210,2024-2025,Chronic Illness,static
9b90b729-91fb-4cbb-8b20-2c7644905e43,2022-2023,Adopted,static
9b90b729-91fb-4cbb-8b20-2c7644905e43,2023-2024,Adopted,static
9b90b729-91fb-4cbb-8b20-2c7644905e43,2024-2025,Adopted,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2021-2022,Chronic Illness,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2022-2023,Chronic Illness,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2023-2024,Chronic Illness,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2024-2025,Chronic Illness,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2021-2022,Dyspraxia,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2022-2023,Dyspraxia,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2023-2024,Dyspraxia,static
9db4c1e5-1ecc-4b66-b1da-417ad7dfb15c,2024-2025,Dyspraxia,static
a1e01234-af95-456b-bbab-d5ef50f4fc6f,2022-2023,Speech/Language Need,static
a1e01234-af95-456b-bbab-d5ef50f4fc6f,2023-2024,Speech/Language Need,static
a1e01234-af95-456b-bbab-d5ef50f4fc6f,2024-2025,Speech/Language Need,static
a2b8594d-fd49-436d-a030-0f6154787662,2019-2020,Hearing Impairment,static
a2b8594d-fd49-436d-a030-0f6154787662,2020-2021,Hearing Impairment,static
a2b8594d-fd49-436d-a030-0f6154787662,2021-2022,Hearing Impairment,static
a2b8594d-fd49-436d-a030-0f6154787662,2022-2023,Hearing Impairment,static
a2b8594d-fd49-436d-a030-0f6154787662,2023-2024,Hearing Impairment,static
a2b8594d-fd49-436d-a030-0f6154787662,2024-2025,Hearing Impairment,static
a5d8dfca-e876-45da-a21c-a211fc07c25a,2020-2021,ASC Diagnosis,static
a5d8dfca-e876-45da-a21c-a211fc07c25a,2021-2022,ASC Diagnosis,static
a5d8dfca-e876-45da-a21c-a211fc07c25a,2022-2023,ASC Diagnosis,static
a5d8dfca-e876-45da-a21c-a211fc07c25a,2023-2024,ASC Diagnosis,static
a5d8dfca-e876-45da-a21c-a211fc07c25a,2024-2025,ASC Diagnosis,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2019-2020,Hearing Impairment,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2020-2021,Hearing Impairment,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2021-2022,Hearing Impairment,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2022-2023,Hearing Impairment,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2023-2024,Hearing Impairment,static
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2024-2025,Hearing Impairment,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2023-2024,ADHD Diagnosis,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2024-2025,ADHD Diagnosis,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2023-2024,Young Carer,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2024-2025,Young Carer,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2023-2024,Dyspraxia,static
abb2e997-6f55-4482-9f86-66c4a179f5f3,2024-2025,Dyspraxia,static
ac7be2a2-265c-4976-8ca0-fd56a3838794,2023-2024,EAL,static
ac7be2a2-265c-4976-8ca0-fd56a3838794,2024-2025,EAL,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2019-2020,ADHD Diagnosis,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2020-2021,ADHD Diagnosis,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2021-2022,ADHD Diagnosis,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2022-2023,ADHD Diagnosis,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2023-2024,ADHD Diagnosis,static
acd1a447-c14e-4f08-837f-fe349cab58aa,2024-2025,ADHD Diagnosis,static
acf56a66-6c8b-437c-97e1-1e428cb0e354,2024-2025,ASC Diagnosis,static
acf56a66-6c8b-437c-97e1-1e428cb0e354,2024-2025,Speech/Language Need,static
acf56a66-6c8b-437c-97e1-1e428cb0e354,2024-2025,Transport Assistance,static
ad5b80c0-d901-4152-a03e-a6ae2c613214,2020-2021,Autism Spectrum (ASC),static
ad5b80c0-d901-4152-a03e-a6ae2c613214,2021-2022,Autism Spectrum (ASC),static
ad5b80c0-d901-4152-a03e-a6ae2c613214,2022-2023,Autism Spectrum (ASC),static
ad5b80c0-d901-4152-a03e-a6ae2c613214,2023-2024,Autism Spectrum (ASC),static
ad5b80c0-d901-4152-a03e-a6ae2c613214,2024-2025,Autism Spectrum (ASC),static
ae419971-bc36-490f-9d81-300475aa8ed0,2021-2022,EHCP,static
ae419971-bc36-490f-9d81-300475aa8ed0,2022-2023,EHCP,static
ae419971-bc36-490f-9d81-300475aa8ed0,2023-2024,EHCP,static
ae419971-bc36-490f-9d81-300475aa8ed0,2024-2025,EHCP,static
ae419971-bc36-490f-9d81-300475aa8ed0,2021-2022,Pupil Premium,static
ae419971-bc36-490f-9d81-300475aa8ed0,2022-2023,Pupil Premium,static
ae419971-bc36-490f-9d81-300475aa8ed0,2023-2024,Pupil Premium,static
ae419971-bc36-490f-9d81-300475aa8ed0,2024-2025,Pupil Premium,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2022-2023,SEND,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2023-2024,SEND,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2024-2025,SEND,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2022-2023,Hearing Impairment,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2023-2024,Hearing Impairment,static
ae478ddd-bdf7-4c36-bd77-d2ea43c36e59,2024-2025,Hearing Impairment,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2021-2022,Refugee/Asylum Seeker,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2022-2023,Refugee/Asylum Seeker,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2023-2024,Refugee/Asylum Seeker,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2024-2025,Refugee/Asylum Seeker,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2021-2022,Gifted & Talented,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2022-2023,Gifted & Talented,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2023-2024,Gifted & Talented,static
b0909786-c8bc-4bd1-8a2d-4aefdac2fa13,2024-2025,Gifted & Talented,static
b10f4c17-9904-41b3-a7ba-8d6f84a5d69c,2023-2024,Autism Spectrum (ASC),static
b10f4c17-9904-41b3-a7ba-8d6f84a5d69c,2024-2025,Autism Spectrum (ASC),static
b10f4c17-9904-41b3-a7ba-8d6f84a5d69c,2023-2024,Gifted & Talented,static
b10f4c17-9904-41b3-a7ba-8d6f84a5d69c,2024-2025,Gifted & Talented,static
b15684a3-0908-41ac-ac20-3bface5f8ed2,2024-2025,Speech/Language Need,static
b1a5a700-5f9c-47bb-860d-70b5561c97c3,2024-2025,Hearing Impairment,static
b1a5a700-5f9c-47bb-860d-70b5561c97c3,2024-2025,Speech/Language Need,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2019-2020,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2020-2021,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2021-2022,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2022-2023,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2023-2024,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2024-2025,Adopted,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2019-2020,ADHD Diagnosis,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2020-2021,ADHD Diagnosis,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2021-2022,ADHD Diagnosis,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2022-2023,ADHD Diagnosis,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2023-2024,ADHD Diagnosis,static
b2b56eeb-6544-449d-8501-38c81fd1a64c,2024-2025,ADHD Diagnosis,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2022-2023,SEND,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2023-2024,SEND,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2024-2025,SEND,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2022-2023,EHCP,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2023-2024,EHCP,static
b334f4d7-c68f-4796-8786-ed8e1462dba7,2024-2025,EHCP,static
b44c7757-942e-4930-8f5b-abcc11107a3e,2023-2024,ASC Diagnosis,static
b44c7757-942e-4930-8f5b-abcc11107a3e,2024-2025,ASC Diagnosis,static
b6274717-b47b-4b25-b3dd-551014f48c65,2024-2025,ADHD Diagnosis,static
b6b48d51-e44a-4aab-ba1e-559c6ccee8ee,2022-2023,SEND,static
b6b48d51-e44a-4aab-ba1e-559c6ccee8ee,2023-2024,SEND,static
b6b48d51-e44a-4aab-ba1e-559c6ccee8ee,2024-2025,SEND,static
baa42367-c613-4e21-bd73-b945a6850ba0,2019-2020,Autism Spectrum (ASC),static
baa42367-c613-4e21-bd73-b945a6850ba0,2020-2021,Autism Spectrum (ASC),static
baa42367-c613-4e21-bd73-b945a6850ba0,2021-2022,Autism Spectrum (ASC),static
baa42367-c613-4e21-bd73-b945a6850ba0,2022-2023,Autism Spectrum (ASC),static
baa42367-c613-4e21-bd73-b945a6850ba0,2023-2024,Autism Spectrum (ASC),static
baa42367-c613-4e21-bd73-b945a6850ba0,2024-2025,Autism Spectrum (ASC),static
bde6b5ba-c610-4d66-beec-5af8451c169d,2019-2020,Free School Meals,static
bde6b5ba-c610-4d66-beec-5af8451c169d,2020-2021,Free School Meals,static
bde6b5ba-c610-4d66-beec-5af8451c169d,2021-2022,Free School Meals,static
bde6b5ba-c610-4d66-beec-5af8451c169d,2022-2023,Free School Meals,static
bde6b5ba-c610-4d66-beec-5af8451c169d,2023-2024,Free School Meals,static
bde6b5ba-c610-4d66-beec-5af8451c169d,2024-2025,Free School Meals,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2019-2020,ADHD Diagnosis,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2020-2021,ADHD Diagnosis,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2021-2022,ADHD Diagnosis,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2022-2023,ADHD Diagnosis,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2023-2024,ADHD Diagnosis,static
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2024-2025,ADHD Diagnosis,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2021-2022,EAL,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2022-2023,EAL,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2023-2024,EAL,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2024-2025,EAL,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2021-2022,ADHD Diagnosis,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2022-2023,ADHD Diagnosis,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2023-2024,ADHD Diagnosis,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2024-2025,ADHD Diagnosis,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2021-2022,EHCP,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2022-2023,EHCP,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2023-2024,EHCP,static
bef72d33-3724-48b9-a64b-cb1f36e353a4,2024-2025,EHCP,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2023-2024,Young Carer,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2024-2025,Young Carer,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2023-2024,Dyspraxia,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2024-2025,Dyspraxia,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2023-2024,Gifted & Talented,static
c044a09a-bab9-4b3a-9c8f-56fad20a7608,2024-2025,Gifted & Talented,static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2019-2020,Looked After Child (LAC),static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2020-2021,Looked After Child (LAC),static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2021-2022,Looked After Child (LAC),static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2022-2023,Looked After Child (LAC),static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2023-2024,Looked After Child (LAC),static
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2024-2025,Looked After Child (LAC),static
c3685a61-1611-4600-82d1-adad32ed50b3,2022-2023,Hearing Impairment,static
c3685a61-1611-4600-82d1-adad32ed50b3,2023-2024,Hearing Impairment,static
c3685a61-1611-4600-82d1-adad32ed50b3,2024-2025,Hearing Impairment,static
c3685a61-1611-4600-82d1-adad32ed50b3,2022-2023,Autism Spectrum (ASC),static
c3685a61-1611-4600-82d1-adad32ed50b3,2023-2024,Autism Spectrum (ASC),static
c3685a61-1611-4600-82d1-adad32ed50b3,2024-2025,Autism Spectrum (ASC),static
c49465bb-1140-4e1f-8275-07d26325a4f9,2024-2025,SEND,static
c5596d5d-481c-4136-b1a9-f223276a2c89,2020-2021,EAL,static
c5596d5d-481c-4136-b1a9-f223276a2c89,2021-2022,EAL,static
c5596d5d-481c-4136-b1a9-f223276a2c89,2022-2023,EAL,static
c5596d5d-481c-4136-b1a9-f223276a2c89,2023-2024,EAL,static
c5596d5d-481c-4136-b1a9-f223276a2c89,2024-2025,EAL,static
c5bf30b5-42b8-4af0-a2c0-60d8da2ff309,2024-2025,ASC Diagnosis,static
c5bf30b5-42b8-4af0-a2c0-60d8da2ff309,2024-2025,Pupil Premium,static
c5bf30b5-42b8-4af0-a2c0-60d8da2ff309,2024-2025,Dyslexia,static
c93144e3-8cb8-4ac2-8968-0e88ccb8a735,2024-2025,Young Carer,static
c959f594-c788-4408-82f8-6b0890686b28,2024-2025,Hearing Impairment,static
c959f594-c788-4408-82f8-6b0890686b28,2024-2025,Autism Spectrum (ASC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2022-2023,EAL,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2023-2024,EAL,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2024-2025,EAL,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2022-2023,Young Carer,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2023-2024,Young Carer,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2024-2025,Young Carer,static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2022-2023,Looked After Child (LAC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2023-2024,Looked After Child (LAC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2024-2025,Looked After Child (LAC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2022-2023,Autism Spectrum (ASC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2023-2024,Autism Spectrum (ASC),static
cb8b4bb6-5ab6-4e3b-9270-8c4953eae8c7,2024-2025,Autism Spectrum (ASC),static
cd857b15-3bd1-48b9-bd9a-e29e02440100,2020-2021,Speech/Language Need,static
cd857b15-3bd1-48b9-bd9a-e29e02440100,2021-2022,Speech/Language Need,static
cd857b15-3bd1-48b9-bd9a-e29e02440100,2022-2023,Speech/Language Need,static
